Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q201,25,178,23102,3718,3718,155,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q205,26,178,16650,28425,28425,61,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q136,29,198,22903,22903,4690,183,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M206,4,176,29205,8225,8225,55,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K207,22,177,18346,2785,2785,51,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K208,18,181,20512,3867,3867,168,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K209,21,180,15300,18933,18933,88,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q254,27,167,18559,18559,2301,181,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q219,25,177,19530,18945,18945,85,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K221,17,177,17689,270,270,169,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K224,19,177,34375,20234,20234,86,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K226,21,178,17730,20479,20479,84,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X134,12,172,1506353,1506353,267963,184,0.6167238934997513,0.019513173672668464,0.01021915613364615,-0.013081007942871932,-0.0026790566059325823,0.003923364619848252,0.005513115916916278,-0.00961408386339983,-0.00656139629036221,0.0013381259029637172
M234,2,181,15820,3912,3912,180,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K235,18,177,18900,14269,14269,69,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K242,18,177,18900,11545,11545,50,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K236,22,177,25200,12684,12684,76,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K308,16,195,168028,168028,24074,186,0.4365509293606057,0.018697529145403714,0.003018783045824571,-0.00496112158913346,0.00024286568942389193,0.006532857568913749,-0.00010120486244061141,-0.01212821438380083,-0.009552197955949498,0.006207503241627373
K241,17,177,18019,656,656,169,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K243,16,178,18910,2985,2985,177,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q253,27,180,22500,3946,3946,68,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q268,29,177,14254,15506,15506,120,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
KMCA,17,219,3956763,3956763,615185,199,-0.5544962184388559,-0.0013203332306942674,-0.01765869148744648,0.003378884521965571,0.0035916299734158916,0.0028418740116055875,-0.003270251117063758,0.0022040482496530323,0.002148186922494969,-0.006835706153824867
K282,13,179,22532,9592,9592,68,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K288,21,176,17068,8839,8839,49,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K289,17,178,22500,16740,16740,78,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X003,10,181,20088,36310,36310,120,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
R127,31,209,614217,614217,6187,190,-0.21972998446662648,0.006092451969786132,-0.012267952585888454,-0.0033793199439918144,-0.005078559436050201,0.0037990218081157194,-0.004120023866468943,-8.492232374525798e-05,0.0009381600060165037,-0.007199562660962531
X101,8,178,23850,26106,26106,57,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X306,10,182,28224,12143,12143,104,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K306,19,180,22464,5626,5626,140,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M176,6,181,16470,22539,22539,182,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K382,20,195,8582471,8582471,2488095,215,-0.19526977594029024,0.006483305980334748,-0.01425536592395671,-0.007306422395628274,0.0007120103348273668,0.006619987317212994,-0.006447264261374763,0.004637872638163561,0.0035796289709367633,-0.005569150668230934
K329,21,176,17028,7892,7892,49,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M033,2,182,27067,22122,22122,182,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q198,27,177,18360,5647,5647,70,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M061,1,182,17271,9450,9450,56,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q512,25,223,8331599,8331599,1944058,215,-0.19526977594029024,0.006483305980334748,-0.01425536592395671,-0.007306422395628274,0.0007120103348273668,0.006619987317212994,-0.006447264261374763,0.004637872638163561,0.0035796289709367633,-0.005569150668230934
K380,14,177,27414,7651,7651,42,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K040,16,181,22923,3915,3915,169,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M041,2,177,19773,8044,8044,162,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X043,7,183,20982,29602,29602,174,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q578,27,246,8102185,8102185,990192,242,-0.19526977594029024,0.006483305980334748,-0.01425536592395671,-0.007306422395628274,0.0007120103348273668,0.006619987317212994,-0.006447264261374763,0.004637872638163561,0.0035796289709367633,-0.005569150668230934
X005,7,178,16744,37533,37533,92,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K005,16,178,22495,29808,29808,169,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M005,6,177,20855,10684,10684,161,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M057,4,180,15415,10955,10955,138,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
R125,31,222,7223675,7223675,87513,202,-0.19526977594029024,0.006483305980334748,-0.01425536592395671,-0.007306422395628274,0.0007120103348273668,0.006619987317212994,-0.006447264261374763,0.004637872638163561,0.0035796289709367633,-0.005569150668230934
K066,18,181,22500,17933,17933,102,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K067,13,179,21929,8397,8397,75,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K069,20,179,13205,8392,8392,174,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q071,24,180,31860,13548,13548,175,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M098,6,119,107608,120808,70517,137,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X075,8,178,21026,23245,23245,57,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M076,3,176,22410,8155,8155,56,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q076,30,178,22950,27683,27683,93,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q868,30,176,9756,8794,8794,49,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X086,10,162,132636,132636,11358,142,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X083,11,178,24750,23184,23184,177,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K084,14,177,22347,8762,8762,43,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K090,21,177,20228,10171,10171,134,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K091,17,177,19814,20160,20160,176,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
R840,31,159,82794,82794,34051,139,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
K099,21,177,18540,13182,13182,63,-0.5505187199398266,0.013368210597869145,0.012869460410183407,-0.000844259575410892,0.005180020644984097,-0.0033832898247219572,0.002551081410357916,0.0008900153959618502,0.0007837249712554118,0.0005652940061665897
M271,2,177,18586,8619,8619,38,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X235,9,177,19980,20659,20659,49,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K263,23,177,28242,3926,3926,84,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X032,10,127,185539,185539,3769,139,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
Q179,26,177,18349,19580,19580,85,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q075,24,180,14900,28648,28648,116,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q177,26,180,17165,20281,20281,175,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q811,26,177,17550,9976,9976,44,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M066,2,162,294049,294049,14325,156,0.1101026125945538,-0.024396842747459326,0.0023273245816596766,0.000760545758726269,0.00193687010820896,-0.004543442469503609,-0.009522329074812798,-0.005002301481851321,0.0015884257870726441,-0.006451544936741288
M920,2,181,21510,26777,26777,131,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M660,2,181,27900,47071,47071,131,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
R440,31,178,28800,22522,22522,92,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
R840,31,178,15030,19908,19908,85,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q074,26,141,3096655,3096655,184890,154,0.021820512343341113,-0.022925147370079717,-0.00043530350296109807,0.001823798509861342,0.0005966621116772564,-0.005712445054907818,-0.0029658682353749495,-0.000791804809275622,0.0014952535935508437,-0.0016116300808301646
X060,8,179,33557,13307,13307,178,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
M970,5,181,16523,9599,9599,69,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X198,12,179,22433,10182,10182,76,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X136,12,177,32918,17481,17481,84,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K256,13,168,299444,299444,157984,154,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
X092,12,177,21960,7214,7214,49,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X722,11,180,20205,17038,17038,174,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X084,12,179,32310,9505,9505,47,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
Q739,30,178,9759,6586,6586,126,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
K102,20,116,27737,27737,2480,125,0.25973948091219157,-0.011790169029265373,-0.001245151376971952,-0.005050089659911828,-0.009860768325434978,-0.01637962038944036,-0.01302371022344089,0.002928095031101544,0.0017541268261893287,-0.0042363482898103095
X067,12,199,56144,67445,24803,364,-0.12851485013628783,0.00841771357914094,-0.006757501777253907,-0.002696488400484117,0.002464538538109969,0.0059083617878424805,-0.005937256899707966,-0.0021047403778087686,0.0025812684907593054,-0.0060346144239179994
M514,3,94,1489950,713215,692018,229,-0.11639769980379125,0.006216639328519865,-0.01996949908431127,0.0028903759280380094,-0.002011370165094286,0.006565386783695532,0.007884366920356468,0.014047683988860575,0.008348432148972088,-0.0019287866046096872
K280,15,161,909000,494158,332034,311,-0.11639769980379125,0.006216639328519865,-0.01996949908431127,0.0028903759280380094,-0.002011370165094286,0.006565386783695532,0.007884366920356468,0.014047683988860575,0.008348432148972088,-0.0019287866046096872
Q278,28,170,398970,602770,194166,238,-0.11639769980379125,0.006216639328519865,-0.01996949908431127,0.0028903759280380094,-0.002011370165094286,0.006565386783695532,0.007884366920356468,0.014047683988860575,0.008348432148972088,-0.0019287866046096872
X086,10,111,41471,41471,5097,126,0.44745191998718437,0.010041528526848144,0.0010421852363867246,0.001939380446723591,-0.013513633712891195,0.001631690287779232,0.006209953731721772,0.023400668272746266,-0.0006154048851076758,-0.012207253052878272
Q073,24,187,83250,94716,88277,131,0.32776775350034887,0.014068606857026515,0.0028108059996335105,-0.009857797117757425,0.0035570374995841634,0.005476177836075775,0.0007922544389373119,-0.012065101092930254,-0.009144694762547933,0.005416328282620138
K490,20,183,152550,283066,280579,477,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
Q109,29,153,80295,49800,49800,155,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
Q189,25,156,81000,41113,41113,156,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
M098,6,147,17029,17029,6604,140,0.04413963882800016,0.0019408881030506067,-0.004846702805756455,0.003437986053533071,-0.004504566346417229,0.002869070226347546,-0.0058395215988103,0.015596852705127168,0.0013386260568837294,-0.00577448811475787
Q122,30,184,55000,170415,133329,269,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
K152,22,183,74580,131934,128669,127,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
Q088,24,184,96448,104511,76899,124,0.6140934553628468,0.02241685293146567,0.011261528274296067,-0.013636734842732917,0.0006735499053085942,0.005218751127218904,-0.0017863138812022896,-0.00950161069423787,-0.017399500441665147,0.004858771698556095
K430,13,190,300370,739899,692155,379,0.281844788014771,0.01576037851997913,0.0007316063303613139,-0.010679328287729672,0.0026991608342870213,0.006270353385350614,-0.003239661115486315,-0.004623707087314968,-0.008779595547281303,0.002613850302967063
R061,31,153,52051,57182,16210,141,-0.10565462287448547,0.0005437413981358106,-0.00629200861173104,0.005047691585749786,0.004424101041307408,-0.00038075286096009,-0.0018129123161698625,-0.0065710077684042025,-0.0008728198778498893,-0.0029686532469853032
Q610,24,188,62500,123574,107783,175,0.586024596589811,0.021038712533405467,0.00930980212939745,-0.008000547320879013,0.0005802281954743878,0.005120672691738577,0.0019353332377569836,-0.013110812529333223,-0.014393497869365657,0.005308119957836768
K874,13,187,48150,87274,68741,209,0.586024596589811,0.0210387125334054,0.00930980212939748,-0.008000547320879006,0.0005802281954744066,0.005120672691738575,0.0019353332377569895,-0.013110812529333174,-0.014393497869365711,0.005308119957836777
X137,10,183,114450,180606,162633,111,0.586024596589811,0.021038712533405467,0.00930980212939745,-0.008000547320879013,0.0005802281954743878,0.005120672691738577,0.0019353332377569836,-0.013110812529333223,-0.014393497869365657,0.005308119957836768
Q073,24,189,83973,65598,64429,206,0.586024596589811,0.021038712533405467,0.00930980212939745,-0.008000547320879013,0.0005802281954743878,0.005120672691738577,0.0019353332377569836,-0.013110812529333223,-0.014393497869365657,0.005308119957836768
X007,10,156,63672,63672,8544,156,-0.14784964828364133,0.0030926640672436735,-0.01405844224872384,-0.005061895364957311,0.0038516055311802935,0.002617962713101847,-0.0031579507394184406,-0.0018316203648017287,0.00472515440399828,-0.008553028045015837
K460,15,156,149889,232500,149710,203,0.1869454247249999,-0.02779225291972273,0.0081857169942043,0.0055320778412803985,0.012582421572817136,0.027264940196042125,-0.008173414625473925,-0.0017899994154614684,-0.0034614563517028434,-0.007092527350438297
M166,3,150,973425,710944,625913,193,0.15833885646780121,-0.028513577737034793,0.005369953397107041,0.0010593972170136537,0.00410264577058637,-0.0018255230133870002,0.004383886164672861,0.0008859652493880468,0.0009267903799359805,0.00167854185827027
R456,31,153,1217475,489892,443677,490,-0.22789465710005316,0.0033356120289148913,-0.009806044649928881,-0.0035230453456307678,0.0004139502739235582,0.006950556257613762,-0.003135698523956513,-0.0034743427586642573,-0.0026797595585285115,-0.005179264616314301
M152,6,157,72894,85968,84293,253,0.21536221182122992,0.008874849022445187,-0.0011367492933216238,-0.01093716591821377,-0.005056278495821356,-0.00499443651232458,0.008015914594416291,-0.009334995969325938,0.002590817515309964,-0.01144942416991608
M046,5,166,250193,250193,15387,154,0.03335211789951744,0.007960871062966845,-0.00946726145981491,-0.007917017177797794,0.006992461685389523,0.0034659600871702247,-0.004748341130898057,0.005184108899028197,0.009315172461819258,-0.00209233382752677
M046,5,139,112609,181130,171991,305,-0.024792940604969133,0.0013634650195228253,-0.005309360811198698,8.776438804113981e-05,-0.007551739815564052,0.0007937368775263594,-0.0025639069541452167,0.013069954964343683,0.0008129835536969446,-0.007843763684893656
X118,10,141,145306,112483,99571,146,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X140,8,137,124469,137633,126405,267,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X077,12,139,109001,124150,121013,330,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X129,12,137,140769,140769,9772,139,0.1785383033905361,0.007560834453769272,-0.006985827406693732,0.00740187300016,-0.012305385040994838,-0.010697257412954263,0.01643738484242385,0.016182183765973458,0.0019017081660277612,-0.011552292834964718
X085,10,143,258680,199437,172809,270,0.3895948926925892,0.011280051428059625,0.00032448193550106214,0.0019498717196186103,-0.013810354183820773,0.001682985090184316,0.005925357440721499,0.025520688134430296,-0.0004961228724478813,-0.013560839445698792
X070,9,210,178968,377068,371645,245,0.23605921643095348,0.007129305907415559,-0.0019738190274396217,0.002611254138710693,-0.00967445333555839,0.0022101380642779904,0.0006965231996481341,0.02111008794392717,0.0003193175684633465,-0.010100231608798664
