Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
R110,31,128,124535,104470,102036,79,0.5273776619321964,0.008061821691725958,-0.0013322583656217894,-0.012434133810590125,-0.010697974745377939,-0.01738128277932614,-0.008027166394485554,0.008262429033712385,-0.002365590387861269,-0.0014061341399890825
K257,14,179,283467,283467,102218,190,0.3479843001828963,0.01867615447020087,0.0003372114770174486,-0.011191239577429467,0.009667585669919801,0.0023081883121487475,-0.0007467151922932507,-0.008044206164966962,-0.01566536708088108,-0.002970931912664378
Q430,26,153,568324,432709,394634,155,0.3641707517342964,0.008622682713349017,-0.003491788375764123,-0.012263325978960744,-0.0059566754675091935,-0.008106609130352866,-0.005851146298676094,0.0021363323445512984,-0.00045692674089333705,0.001043012764195483
K291,32,119,362617,380610,317575,134,0.310477534229666,-0.00040157736367335474,-0.0024402703890567925,-0.009885465838214584,-0.00831296713704589,-0.01674725995342749,-0.011340498092933428,0.006176259909115769,-0.0011786400087680571,-0.0009412864435334114
M276,2,183,82275,60573,56240,303,0.45020929132274096,0.005058109179480344,-0.0020996394706474957,-0.013611933614878105,-0.010178974883931489,-0.02038790540282282,-0.012146426131928395,0.00637179194666458,-0.002234074628914945,-0.0008507931839658897
K234,22,154,137029,220810,212032,296,0.5063966889298099,0.011636632389578318,-0.0032397238800634335,-0.01223940656288077,-0.012115149902184997,-0.016954055404466817,-0.001938906138694311,0.010469437425373438,0.0008997763377828664,-0.004599839442267324
Q435,26,179,539391,539391,176620,189,0.3479843001828963,0.01867615447020087,0.0003372114770174486,-0.011191239577429467,0.009667585669919801,0.0023081883121487475,-0.0007467151922932507,-0.008044206164966962,-0.01566536708088108,-0.002970931912664378
Q260,24,176,14985,17067,17067,140,-0.41268343258734713,0.011593540570100385,0.022083791417850482,-0.005022875020566135,-0.011735819437899765,0.0012951157242498694,-0.008818182854372691,0.0023215129968463416,-0.010423606183621502,0.0035634609440729865
X650,8,182,20700,12378,12378,103,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X600,7,180,17128,14336,14336,180,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K987,16,178,15795,11303,11303,109,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
R455,31,185,586752,586752,217700,171,0.3479843001828963,0.01867615447020087,0.0003372114770174486,-0.011191239577429467,0.009667585669919801,0.0023081883121487475,-0.0007467151922932507,-0.008044206164966962,-0.01566536708088108,-0.002970931912664378
K600,17,180,19657,17321,17321,178,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K804,15,176,21150,15152,15152,113,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X050,12,180,21284,11405,11405,222,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M010,5,182,27922,34582,34582,126,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X886,10,178,355133,355133,124851,188,0.6342596818323186,0.019653639786591813,0.007164804147928509,-0.01391965157013194,-0.0038882236349387935,0.003017277914740358,0.0009404273185490967,-0.00956741592132913,-0.009810694621187848,-0.00027466565038875994
X151,7,145,21150,27499,27499,153,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K162,32,181,14697,22500,22500,321,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K002,17,180,10800,14989,14989,165,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K240,22,178,26688,38033,38033,303,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K217,22,145,647627,647627,13707,155,0.5423511571865891,0.01373476250309252,-0.00042448562394519624,-0.018658977353419506,-0.008136101832110455,0.0031903561340596185,0.010272189684664063,-0.005655914846959607,-0.0016653821586227113,0.00022367684054022273
X074,8,178,17748,15849,15849,152,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K845,15,181,20417,2346,2346,84,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
R061,31,182,20148,24890,24890,133,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M052,6,182,11682,49340,49340,141,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M013,4,140,607409,705677,430547,154,0.5639916836450948,0.01144204673232402,0.0020076785576642222,-0.014030133677859467,-0.009475914618071901,-0.011463170937574693,-0.0014774104485403131,0.002272144229960072,-0.004099492962381855,0.0011063427114938805
M025,1,178,15667,17800,17800,252,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K049,14,179,19483,19217,19217,195,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M873,2,181,14970,2634,2634,76,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M435,4,180,22168,15470,15470,179,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q216,26,166,1411719,1411719,16209,159,0.4811702388844974,0.012473303533276012,-7.794667655797497e-05,-0.011902164112624559,-0.006513527785282657,-0.011556140116950787,-0.006080194673416501,0.002530819535456008,-0.0029467860918560695,-0.0007592695511815402
Q107,25,178,22203,14813,14813,128,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X110,9,182,24300,4377,4377,85,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M111,2,183,20160,15080,15080,113,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X114,9,182,18612,4296,4296,85,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q234,30,153,88558,111106,23441,159,0.45020927633191504,0.005058100513037166,-0.0020996391752465975,-0.013611947564502482,-0.010178971839061314,-0.020387921992546746,-0.012146412238147511,0.00637180262910722,-0.002234069899647561,-0.0008507991142103294
K015,15,182,14040,9010,9010,98,-0.4791454351916384,0.004505445676763619,-0.0023221709272464946,0.0067370629893967965,-0.022049356641099017,0.008489111451942323,-0.00647661995626749,-0.0032061931582121313,-0.005503555055748786,0.0003603568977900612
Q015,29,182,17419,9331,9331,57,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K151,32,182,21150,25398,25398,105,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M066,2,178,9363,24772,24772,260,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q067,26,288,415109,415109,171338,297,0.2484905454650713,0.006152638754560949,-0.005128111604305374,-0.011543703408773405,-0.004317512297350934,-0.014499240367427476,-0.009868814833599937,0.004429884676142804,-0.0006167602898612886,0.0004764098901291531
K356,23,182,16578,4682,4682,71,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q165,25,180,22433,8264,8264,133,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q017,30,181,18477,6433,6433,83,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K186,20,180,11687,29953,29855,299,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q177,26,176,466201,466201,15548,188,0.4223357005515665,0.012735025696479864,-0.0005773957871414687,-0.012386062471278266,-0.004185899415246796,-0.008261865595496737,-0.008954275128146134,0.005142453635312424,-0.0024307000870687316,0.0007462496715574627
M019,1,181,19080,6814,6814,160,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K199,21,179,17640,7638,7638,107,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M199,3,182,19800,9922,9922,98,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K205,20,181,19003,2519,2519,75,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M125,5,179,16006,16006,7350,181,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X167,12,178,23925,15488,15488,246,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K222,22,182,21915,8540,8540,91,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
Q225,27,181,15543,1006,1006,118,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
X023,10,181,16605,8500,8500,119,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M154,5,167,18471,18471,4336,182,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
X025,7,183,21105,7154,7154,99,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K025,16,181,13817,32300,32300,271,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K255,22,182,21915,6590,6590,91,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
K257,14,183,18693,24032,24032,104,-0.47914543519163855,0.004505445676763676,-0.0023221709272465267,0.00673706298939677,-0.02204935664109903,0.00848911145194232,-0.006476619956267522,-0.003206193158212028,-0.005503555055748726,0.0003603568977899687
M197,5,173,14066,14066,6302,182,-0.5505187199398266,0.01336821059786914,0.012869460410183437,-0.0008442595754110294,0.005180020644984056,-0.003383289824722007,0.0025510814103579887,0.0008900153959618671,0.0007837249712555088,0.0005652940061666366
